year,Rank,Name,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix
2024,401–500,Universiti Brunei Darussalam,"3,503",11.3,14%,66 : 34,
2024,401–500,"University of California, Merced","9,170",19.6,9%,51 : 49,
2024,401–500,Campus Bio-Medico University of Rome,"2,210",18.4,1%,62 : 38,
2024,401–500,University of Catania,"26,717",22.2,3%,57 : 43,
2024,401–500,Centrale Nantes,"1,678",14.8,39%,25 : 75,
2024,401–500,University of Central Florida,"65,269",39.1,4%,57 : 43,
2024,401–500,Charles Darwin University,"7,313",33.6,27%,71 : 29,
2024,401–500,Charles University,"51,728",13.4,23%,62 : 38,
2024,401–500,Chung-Ang University,"18,193",22.4,23%,,
2024,401–500,Claude Bernard University Lyon 1,"27,444",12.7,14%,55 : 45,
2024,401–500,University of Coimbra,"21,767",18.4,15%,57 : 43,
2024,401–500,"Colorado State University, Fort Collins","27,786",16.2,5%,56 : 44,
2024,401–500,Constructor University,"1,534",22.1,83%,42 : 58,
2024,401–500,Dalian University of Technology,"37,389",14.5,3%,,
2024,401–500,University of Delaware,"21,545",16.1,11%,57 : 43,
2024,401–500,Dublin City University,"14,325",26.1,12%,58 : 42,
2024,401–500,École Nationale des Ponts et Chaussées - Institut Polytechnique de Paris,"1,992",8.7,39%,31 : 69,
2024,401–500,Florida International University,"35,006",22.4,9%,60 : 40,
2024,401–500,University of Fribourg,"6,961",16.0,15%,64 : 36,
2024,401–500,University of Genoa,"21,470",16.5,7%,58 : 42,
2024,401–500,George Mason University,"32,959",18.3,11%,53 : 47,
2024,401–500,Georgia State University,"30,821",15.7,7%,61 : 39,
2024,401–500,"Goldsmiths, University of London","8,780",14.5,38%,66 : 34,
2024,401–500,University of Greifswald,"10,366",21.1,8%,59 : 41,
2024,401–500,University of Guelph,"22,936",27.3,10%,59 : 41,
2024,401–500,Gwangju Institute of Science and Technology (GIST),"1,795",9.5,7%,26 : 74,
2024,401–500,HSE University,"34,656",18.6,12%,,
2024,401–500,University of Hull,"12,305",18.0,21%,56 : 44,
2024,401–500,Imam Mohammad Ibn Saud Islamic University,"42,107",10.5,3%,39 : 61,
2024,401–500,IMT Atlantique,"1,683",9.4,37%,25 : 75,
2024,401–500,Institut Agro,"3,117",10.8,13%,60 : 40,
2024,401–500,Iran University of Science and Technology,"14,679",32.7,1%,35 : 65,
2024,401–500,University of Johannesburg,"31,721",26.5,13%,55 : 45,
2024,401–500,Johannes Kepler University of Linz,"6,803",20.8,16%,50 : 50,
2024,401–500,University of Jyväskylä,"10,702",13.8,3%,62 : 38,
2024,401–500,Universiti Kebangsaan Malaysia,"16,764",10.1,18%,57 : 43,
2024,401–500,University of Kent,"16,515",18.0,27%,53 : 47,
2024,401–500,University of Kentucky,"27,540",11.3,3%,58 : 42,
2024,401–500,King Saud University,"50,906",11.9,6%,43 : 57,
2024,401–500,University of Limerick,"14,640",27.1,15%,50 : 50,
2024,401–500,Lincoln University (New Zealand),"2,562",14.5,33%,52 : 48,
2024,401–500,University of Lisbon,"49,847",18.0,16%,53 : 47,
2024,401–500,University of Marburg,"24,644",32.7,14%,56 : 44,
2024,401–500,Maynooth University,"11,885",28.5,12%,56 : 44,
2024,401–500,Missouri University of Science and Technology,"7,271",21.6,9%,24 : 76,
2024,401–500,Mizzou - University of Missouri,"25,993",12.3,3%,55 : 45,
2024,401–500,University of Modena and Reggio Emilia,"21,836",27.0,5%,54 : 46,
2024,401–500,National Research Nuclear University MEPhI,"4,993",9.2,28%,39 : 61,
2024,401–500,National Taiwan University of Science and Technology (Taiwan Tech),"9,221",18.5,19%,30 : 70,
2024,401–500,National Tsing Hua University,"13,979",16.2,12%,42 : 58,
2024,401–500,National Yang Ming Chiao Tung University (NYCU Taiwan),"16,944",14.6,9%,36 : 64,
2024,401–500,University of Nebraska-Lincoln,"23,920",16.6,9%,49 : 51,
2024,401–500,University of Neuchâtel,"4,379",11.8,21%,61 : 39,
2024,401–500,New Jersey Institute of Technology,"9,981",14.5,24%,27 : 73,
2024,401–500,University of Oregon,"21,185",13.0,6%,55 : 45,
2024,401–500,University of Passau,"8,536",58.2,13%,60 : 40,
2024,401–500,University of Pisa,"31,567",20.9,5%,52 : 48,
2024,401–500,University of Plymouth,"15,675",17.1,16%,59 : 41,
2024,401–500,Polytechnic University of Turin,"30,497",31.9,15%,30 : 70,
2024,401–500,Pontificia Universidad Católica de Chile,"30,448",15.0,3%,,
2024,401–500,University of Porto,"36,386",16.9,17%,54 : 46,
2024,401–500,University of Portsmouth,"23,625",16.8,29%,47 : 53,
2024,401–500,Prince Sultan University (PSU),"5,982",17.4,11%,56 : 44,
2024,401–500,Quaid-i-Azam University,"11,386",20.3,1%,45 : 55,
2024,401–500,Université du Québec,"51,748",18.4,11%,58 : 42,
2024,401–500,Rensselaer Polytechnic Institute,"7,496",15.3,20%,31 : 69,
2024,401–500,Royal Veterinary College,"2,275",10.3,32%,80 : 20,
2024,401–500,Universiti Sains Malaysia,"24,850",12.1,28%,63 : 37,
2024,401–500,Saint Louis University,"11,041",7.3,6%,61 : 39,
2024,401–500,SOAS University of London,"4,845",14.9,45%,65 : 35,
2024,401–500,University of South Carolina-Columbia,"32,770",16.9,5%,56 : 44,
2024,401–500,Stevens Institute of Technology,"6,393",18.6,30%,29 : 71,
2024,401–500,University of Stirling,"10,650",18.7,28%,64 : 36,
2024,401–500,Syracuse University,"19,214",14.1,21%,53 : 47,
2024,401–500,Taipei Medical University,"5,993",8.9,10%,59 : 41,
2024,401–500,University of Tehran,"54,890",26.6,2%,5 : 95,
2024,401–500,Universiti Teknologi Malaysia,"20,863",12.7,26%,45 : 55,
2024,401–500,Tokyo Medical and Dental University (TMDU),"2,990",4.4,12%,57 : 43,
2024,401–500,University of Toulouse,"111,949",22.9,15%,56 : 44,
2024,401–500,TU Dortmund University,"19,477",56.0,15%,49 : 51,
2024,401–500,Tulane University,"12,217",7.7,9%,60 : 40,
2024,401–500,University of Turin,"63,232",29.5,6%,61 : 39,
2024,401–500,Umeå University,"18,773",13.8,12%,61 : 39,
2024,401–500,Universiti Utara Malaysia,"12,229",11.5,30%,73 : 27,
2024,401–500,University of Vaasa,"3,927",18.8,4%,53 : 47,
2024,401–500,Verona University,"20,968",26.0,4%,64 : 36,
2024,401–500,Victoria University,"14,113",40.0,19%,57 : 43,
2024,401–500,Victoria University of Wellington,"18,231",19.4,17%,58 : 42,
2024,401–500,Virginia Commonwealth University,"25,944",10.6,3%,63 : 37,
2024,401–500,University of Waikato,"10,538",20.7,26%,61 : 39,
2024,401–500,Wake Forest University,"8,293",4.1,9%,54 : 46,
2024,401–500,Zayed University,"9,036",14.4,2%,87 : 13,
2024,501–600,Aberystwyth University,"6,180",15.6,23%,51 : 49,
2024,501–600,Åbo Akademi University,"5,637",18.2,13%,60 : 40,
2024,501–600,Ajou University,"7,714",14.9,17%,41 : 59,
2024,501–600,University of Alaska Fairbanks,"2,829",7.9,6%,55 : 45,
2024,501–600,Alfaisal University,"3,274",10.8,32%,56 : 44,
2024,501–600,American University of Beirut,"8,722",8.7,20%,49 : 51,
2024,501–600,Anglia Ruskin University (ARU),"17,200",24.1,41%,61 : 39,
2024,501–600,Anna University,"12,824",13.1,1%,41 : 59,
2024,501–600,University of L’Aquila,"18,822",31.7,5%,55 : 45,
2024,501–600,Auburn University,"27,670",18.2,8%,50 : 50,
2024,501–600,Babol Noshirvani University of Technology,"5,815",26.7,0%,34 : 66,
2024,501–600,Bar-Ilan University,"19,599",19.0,4%,61 : 39,
2024,501–600,Beirut Arab University,"4,834",10.4,21%,45 : 55,
2024,501–600,Ben-Gurion University of the Negev,"17,265",21.3,2%,52 : 48,
2024,501–600,University of Bradford,"8,970",19.5,31%,57 : 43,
2024,501–600,Brighton and Sussex Medical School,25,0.3,26%,60 : 40,
2024,501–600,Ca’ Foscari University of Venice,"15,053",29.5,7%,66 : 34,
2024,501–600,University of Calabria,"12,784",16.1,5%,62 : 38,
2024,501–600,University of Canterbury,"16,102",22.0,18%,52 : 48,
2024,501–600,Carleton University,"29,656",29.4,21%,50 : 50,
2024,501–600,Central Queensland University,"12,874",25.6,11%,65 : 35,
2024,501–600,"China University of Petroleum, Beijing","18,061",18.6,7%,,
2024,501–600,Complutense University of Madrid,"59,814",11.8,10%,62 : 38,
2024,501–600,Concordia University,"36,749",34.6,34%,50 : 50,
2024,501–600,Université Côte d'Azur,"33,024",20.5,20%,56 : 44,
2024,501–600,University of Crete,"14,119",26.5,4%,63 : 37,
2024,501–600,University of Cyprus,"6,907",20.0,14%,61 : 39,
2024,501–600,University of Denver,"10,367",13.6,5%,60 : 40,
2024,501–600,Donghua University,"23,099",14.7,6%,44 : 56,
2024,501–600,University of Eastern Finland,"12,237",18.5,5%,67 : 33,
2024,501–600,Edinburgh Napier University,"12,415",22.4,34%,52 : 48,
2024,501–600,ENSTA Bretagne,652,8.6,18%,26 : 74,
2024,501–600,University of Ferrara,"23,010",34.8,5%,62 : 38,
2024,501–600,University of Granada,"55,523",14.7,9%,59 : 41,
2024,501–600,University of Graz,"12,830",12.6,17%,66 : 34,
2024,501–600,Graz University of Technology,"6,660",8.2,24%,26 : 74,
2024,501–600,University of Greenwich,"17,095",21.8,46%,58 : 42,
2024,501–600,Hamburg University of Technology,"4,246",26.4,23%,29 : 71,
2024,501–600,University of Houston,"47,963",26.3,7%,52 : 48,
2024,501–600,University of Huddersfield,"14,270",19.8,26%,58 : 42,
2024,501–600,University of Iceland,"9,899",17.0,12%,68 : 32,
2024,501–600,Istanbul Technical University,"19,055",25.8,14%,42 : 58,
2024,501–600,Jamia Millia Islamia,"10,235",11.2,4%,52 : 48,
2024,501–600,Jinan University (China),"37,555",15.0,30%,60 : 40,
2024,501–600,Keele University,"9,610",15.8,15%,60 : 40,
2024,501–600,King Khalid University,"32,078",8.3,16%,61 : 39,
2024,501–600,University of Klagenfurt,"3,479",10.0,31%,67 : 33,
2024,501–600,University of KwaZulu-Natal,"33,039",27.6,2%,60 : 40,
2024,501–600,Kyungpook National University (KNU),"18,432",20.1,14%,45 : 55,
2024,501–600,Lebanese American University,"7,100",10.1,17%,52 : 48,
2024,501–600,Leuphana University of Lüneburg,"7,773",22.5,7%,62 : 38,
2024,501–600,University of Lincoln,"15,020",16.1,13%,55 : 45,
2024,501–600,Liverpool John Moores University,"23,200",18.1,16%,54 : 46,
2024,501–600,Mahatma Gandhi University,"2,045",20.5,2%,60 : 40,
2024,501–600,Manchester Metropolitan University,"30,985",17.4,19%,58 : 42,
2024,501–600,Massey University,"17,883",17.4,27%,64 : 36,
2024,501–600,Memorial University of Newfoundland,"16,318",15.1,23%,55 : 45,
2024,501–600,University of Messina,"13,509",21.1,3%,63 : 37,
2024,501–600,Middlesex University,"15,545",18.3,50%,59 : 41,
2024,501–600,University of Mons,"8,132",28.1,18%,56 : 44,
2024,501–600,Nantes Université,"36,654",24.5,9%,56 : 44,
2024,501–600,National Cheng Kung University (NCKU),"20,971",15.9,11%,37 : 63,
2024,501–600,National and Kapodistrian University of Athens,"67,934",34.0,11%,59 : 41,
2024,501–600,National Taiwan Normal University,"10,878",12.3,12%,,
2024,501–600,National Yunlin University of Science and Technology,"9,151",21.5,6%,43 : 57,
2024,501–600,Nazarbayev University,"5,847",13.9,3%,52 : 48,
2024,501–600,University of Nebraska Medical Center,"3,318",2.0,7%,71 : 29,
2024,501–600,University of Nicosia,"4,754",13.0,54%,53 : 47,
2024,501–600,Northumbria University,"23,815",16.1,22%,54 : 46,
2024,501–600,Nottingham Trent University,"32,545",15.4,21%,55 : 45,
2024,501–600,NOVA University of Lisbon,"22,140",17.8,20%,51 : 49,
2024,501–600,Polytechnic University of Bari,"10,460",43.0,1%,29 : 71,
2024,501–600,University of Pretoria,"37,315",22.1,6%,59 : 41,
2024,501–600,Pusan National University,"17,195",16.9,10%,55 : 45,
2024,501–600,Universiti Putra Malaysia,"19,001",11.3,27%,65 : 35,
2024,501–600,Rovira i Virgili University,"13,656",13.3,13%,60 : 40,
2024,501–600,Rush University,"2,848",2.1,1%,76 : 24,
2024,501–600,University of Salerno,"26,142",26.5,2%,55 : 45,
2024,501–600,Sciences Po,"12,445",42.6,32%,63 : 37,
2024,501–600,Shanghai University,"38,015",13.0,6%,51 : 49,
2024,501–600,Shiraz University of Technology,"1,372",12.9,0%,39 : 61,
2024,501–600,Shoolini University of Biotechnology and Management Sciences,"3,251",15.3,1%,47 : 53,
2024,501–600,University of Siena,"13,115",18.1,10%,63 : 37,
2024,501–600,"Soochow University, China","47,295",15.8,3%,52 : 48,
2024,501–600,Southern Cross University,"10,381",48.7,23%,66 : 34,
2024,501–600,University of the Sunshine Coast,"11,542",29.8,13%,69 : 31,
2024,501–600,University of Tabriz,"20,177",26.7,4%,52 : 48,
2024,501–600,Tabriz University of Medical Sciences,"8,065",9.3,2%,54 : 46,
2024,501–600,Taif University,"36,059",19.4,3%,55 : 45,
2024,501–600,The University of Texas at San Antonio,"28,469",26.4,3%,52 : 48,
2024,501–600,Tomsk State University,"7,930",11.6,37%,,
2024,501–600,University of Trieste,"17,196",26.0,7%,57 : 43,
2024,501–600,TU Braunschweig,"18,384",19.6,18%,41 : 59,
2024,501–600,The University of Tulsa,"4,110",10.8,9%,49 : 51,
2024,501–600,UiT The Arctic University of Norway,"15,114",10.6,8%,57 : 43,
2024,501–600,University of Ulsan,"12,223",10.8,4%,48 : 52,
2024,501–600,University of Valencia,"49,165",13.7,9%,60 : 40,
2024,501–600,Wayne State University,"22,523",13.0,5%,61 : 39,
2024,501–600,UWE Bristol (University of the West of England),"26,890",15.9,25%,52 : 48,
2024,501–600,University of Windsor,"14,849",34.1,35%,,
2024,501–600,University of Wuppertal,"14,699",35.4,10%,54 : 46,
2024,501–600,Yangzhou University,"29,221",12.5,13%,63 : 37,
2024,601–800,Abdul Wali Khan University Mardan,"11,681",22.8,0%,26 : 74,
2024,601–800,Air University,"7,806",12.8,0%,34 : 66,
2024,601–800,The University of Aizu,"1,221",11.5,12%,11 : 89,
2024,601–800,The University of Alabama,"34,810",21.6,4%,57 : 43,
2024,601–800,Alagappa University,"5,020",15.8,0%,62 : 38,
2024,601–800,Aligarh Muslim University,"20,428",12.0,1%,40 : 60,
2024,601–800,Amedeo Avogadro University of Eastern Piedmont,"14,981",40.8,7%,61 : 39,
2024,601–800,American University,"12,771",12.0,12%,62 : 38,
2024,601–800,American University of Sharjah,"4,737",12.5,74%,54 : 46,
2024,601–800,University of Arkansas,"25,318",18.6,4%,55 : 45,
2024,601–800,University of Aveiro,"13,563",16.3,11%,54 : 46,
2024,601–800,Babol University of Medical Sciences,"4,135",11.7,0%,57 : 43,
2024,601–800,Banaras Hindu University,"12,620",8.0,3%,43 : 57,
2024,601–800,University of Bari Aldo Moro,"30,486",20.0,2%,62 : 38,
2024,601–800,University of the Basque Country,"38,301",13.8,5%,55 : 45,
2024,601–800,Baylor University,"20,859",19.0,6%,61 : 39,
2024,601–800,University of Beira Interior,"8,248",17.4,18%,52 : 48,
2024,601–800,Bharathiar University,"3,887",18.2,0%,62 : 38,
2024,601–800,Bilkent University,"9,109",14.8,8%,46 : 54,
2024,601–800,Birmingham City University,"24,575",17.2,26%,63 : 37,
2024,601–800,Boğaziçi University,"12,877",23.5,2%,45 : 55,
2024,601–800,University of Campania Luigi Vanvitelli,"28,065",28.9,2%,45 : 55,
2024,601–800,Cankaya University,"6,685",24.0,1%,44 : 56,
2024,601–800,University of Cape Coast,"32,167",38.6,0%,33 : 67,
2024,601–800,Capital Medical University,"15,347",4.9,5%,64 : 36,
2024,601–800,Capital University of Science and Technology,"6,237",28.0,0%,36 : 64,
2024,601–800,The Catholic University of America,"3,930",11.2,6%,55 : 45,
2024,601–800,The Catholic University of Korea,"7,389",17.9,7%,57 : 43,
2024,601–800,Chang Gung University,"7,017",12.3,5%,49 : 51,
2024,601–800,Chulalongkorn University,"34,552",12.7,3%,56 : 44,
2024,601–800,Clark University,"3,217",12.2,27%,59 : 41,
2024,601–800,COMSATS University Islamabad,"34,323",16.0,1%,42 : 58,
2024,601–800,University of Córdoba,"17,070",12.9,11%,57 : 43,
2024,601–800,Coventry University,"32,635",14.9,48%,48 : 52,
2024,601–800,Cyprus University of Technology,"3,157",15.3,14%,57 : 43,
2024,601–800,University of Debrecen,"19,964",12.0,24%,56 : 44,
2024,601–800,De Montfort University,"23,125",18.5,37%,56 : 44,
2024,601–800,University of Derby,"16,170",15.8,18%,60 : 40,
2024,601–800,Duy Tan University,"23,951",24.3,0%,57 : 43,
2024,601–800,East China University of Science and Technology,"30,974",18.0,2%,44 : 56,
2024,601–800,Eastern Mediterranean University,"13,809",25.4,75%,44 : 56,
2024,601–800,École Centrale de Lyon,"2,286",16.4,24%,27 : 73,
2024,601–800,École des Mines de Saint-Étienne,"1,089",9.8,24%,27 : 73,
2024,601–800,École Nationale des Travaux Publics de l'État (ENTPE),800,14.8,14%,42 : 58,
2024,601–800,Egypt-Japan University of Science and Technology (E-JUST),"1,751",18.4,3%,32 : 68,
2024,601–800,"University of Engineering and Technology, Taxila","5,561",19.4,2%,17 : 83,
2024,601–800,Universidade Estadual Paulista (Unesp),"34,828",12.8,4%,54 : 46,
2024,601–800,Ewha Womans University,"13,999",16.7,15%,100 : 0,
2024,601–800,Federal University of Rio de Janeiro,"52,534",13.5,1%,55 : 45,
2024,601–800,Universidade Federal do Rio Grande do Sul,"45,760",16.5,1%,51 : 49,
2024,601–800,Federation University Australia,"9,166",16.8,38%,70 : 30,
2024,601–800,University of Foggia,"7,845",33.2,1%,63 : 37,
2024,601–800,Gabriele d‘Annunzio University,"23,336",31.7,2%,65 : 35,
2024,601–800,Glasgow Caledonian University,"14,840",24.1,18%,58 : 42,
2024,601–800,Government College University Faisalabad,"21,518",26.5,0%,53 : 47,
2024,601–800,Guangdong University of Technology,"48,569",19.0,0%,27 : 73,
2024,601–800,Hacettepe University,"37,249",19.9,3%,58 : 42,
2024,601–800,University of Haifa,"17,353",18.4,3%,66 : 34,
2024,601–800,University of Ha’il,"19,400",11.2,3%,61 : 39,
2024,601–800,Harokopio University of Athens,"3,053",44.9,3%,52 : 48,
2024,601–800,University of Hertfordshire,"20,480",16.3,40%,52 : 48,
2024,601–800,Hiroshima University,"14,590",7.6,10%,38 : 62,
2024,601–800,Imam Abdulrahman Bin Faisal University,"23,781",11.3,4%,84 : 16,
2024,601–800,Imam Khomeini International University,"8,156",25.8,5%,54 : 46,
2024,601–800,Indian Institute of Technology Guwahati,"8,157",18.0,1%,24 : 76,
2024,601–800,Indian Institute of Technology (Indian School of Mines) Dhanbad,"6,174",16.7,0%,18 : 82,
2024,601–800,Indian Institute of Technology Patna,"2,375",18.8,1%,18 : 82,
2024,601–800,University of Insubria,"10,244",27.5,5%,56 : 44,
2024,601–800,"International Institute of Information Technology, Hyderabad","1,905",18.3,7%,21 : 79,
2024,601–800,Iran University of Medical Sciences,"9,084",8.3,10%,55 : 45,
2024,601–800,ISCTE-University Institute of Lisbon,"10,353",26.7,17%,52 : 48,
2024,601–800,Isfahan University of Technology,"10,529",22.7,1%,40 : 60,
2024,601–800,ITMO University,"10,902",14.6,18%,34 : 66,
2024,601–800,Jagiellonian University,"34,309",8.8,11%,67 : 33,
2024,601–800,Jamia Hamdard University,"9,831",18.5,3%,41 : 59,
